label,pred,x,y
9,7,-0.0045876964,-0.006722164
7,8,-0.007655101,-0.004688546
1,2,0.010284369,0.00010890072
5,5,0.0014042509,-0.010491194
1,2,0.010995925,-0.0033653965
1,2,0.009485114,0.0046638288
2,2,0.011907361,-0.00013444113
8,6,-2.74462e-05,0.008068179
9,8,-0.008924853,-0.004270776
5,6,-0.0013620616,-0.01179869
8,8,-0.005040654,-0.0066918866
9,8,-0.005337963,-0.0079489285
9,5,-1.499905e-05,-0.0030679824
3,3,0.0058840453,-0.0025604262
5,3,0.005674364,-0.003653327
7,7,-0.0034675074,-0.008983549
1,1,0.021522233,0.006751385
5,5,0.00019915466,0.0027429364
5,6,-0.00041088474,-0.0068716267
3,4,0.0011300154,-0.0017702855
5,6,-0.00037059895,-0.0065527856
3,6,-0.0018657977,-0.00867402
8,7,-0.0038735513,-0.0030538354
7,7,-0.0024722551,-0.0041493163
3,5,0.0023101047,-0.009967439
5,4,0.0026473838,-0.0027250976
4,6,0.000571286,-0.005430251
4,3,0.005972769,-0.0030963963
4,4,0.0044094496,-0.0056839893
9,4,0.0050150403,-0.007917631
2,3,0.005820276,-0.0013912445
3,3,0.0103722885,-0.009876545
10,10,-0.024192685,0.0020452738
4,4,0.0011726049,-0.005044969
10,9,-0.0041654217,0.004993105
5,3,0.0028673033,-0.0007606974
5,2,0.0062958365,0.0007240198
4,3,0.00656824,-0.0068124086
4,7,-0.0040528066,-0.0060252906
7,6,-0.0007209879,-0.0039057008
7,6,-0.0023244242,-0.011027287
10,9,-0.0047250767,0.0034860135
1,3,0.002656842,-0.0011037017
3,4,0.0016532345,-0.0035375624
2,2,0.008602776,0.0037159408
5,5,-0.0003495756,-0.0072831856
3,4,0.0016598855,-0.002575186
4,2,0.026389942,-0.0016228223
9,8,-0.0104830805,-0.008361107
8,7,-0.004003909,-0.011924713
4,5,0.0009867646,-0.008850421
7,8,-0.004958373,-0.005327969
5,2,0.008924391,0.0038513031
1,3,0.0032313329,0.0029335637
7,8,-0.00923878,-0.010534219
8,7,-0.0043160785,-0.008204044
4,4,0.0003729179,0.0006738298
5,4,0.0011316498,0.0038209932
1,2,0.0046795565,0.001855006
7,8,-0.004017432,-0.0031944928
5,4,0.007078076,-0.00708443
2,1,0.012504411,0.013808962
2,3,0.0063552354,-0.0011704504
3,3,0.0095693935,-0.00587538
7,4,0.00026596212,-0.0009306052
7,7,-0.0019949116,0.005732244
7,8,-0.006441156,-0.0070944293
2,2,0.01057273,0.0075845215
10,4,0.0009058818,0.0016565697
2,2,0.013311911,-0.0016210899
2,6,-0.0006018729,0.00021620857
7,7,-0.0031865032,-0.0029264106
1,2,0.008622987,0.0001683544
6,8,-0.0056196107,-0.0037074767
5,7,-0.002938793,-0.00378392
1,3,0.0082769515,-0.0062943287
3,4,0.0048203287,-0.007157704
10,9,-0.0033734122,0.004919208
9,8,-0.00537839,-0.0018105716
1,2,0.012175255,0.0014901616
10,9,-0.014141672,-0.0028154112
5,6,-0.0017500503,-0.007251486
6,5,0.0002852493,-0.005507306
6,7,-0.0031628923,-0.009656356
5,3,0.005752794,-0.0025156576
2,2,0.010284693,-0.003337078
2,5,0.0003942089,-0.007158984
4,4,0.0034405934,-0.008369188
1,2,0.0077227047,0.00090914
7,4,0.0006268601,6.158513e-05
5,4,0.0035479064,-0.0046753096
1,5,-0.00039818505,0.0015994051
7,7,-0.005080093,-0.007954565
1,2,0.018191185,-0.000505273
2,3,0.0055248705,-0.001579963
3,2,0.010578742,-0.0030999554
1,3,0.002885427,-0.0030765352
4,3,0.013766132,-0.007718644
6,6,-0.002741558,-0.01024021
8,8,-0.003958571,0.004785446
4,4,0.0011216918,-0.004228107
5,4,0.006094569,-0.007191587
7,7,-0.0048728986,-0.00582637
8,7,-0.00268016,-0.0062828204
5,5,0.0016053489,-0.014255199
5,3,0.004228881,-0.0025454082
8,8,-0.0024814717,0.003862973
5,6,-0.0019234965,-0.015045943
4,2,0.009740216,0.005261033
3,4,0.008853436,-0.01565
1,5,-0.00018000051,0.00037118606
4,5,0.00087783625,-0.009291617
4,4,0.0010528141,-0.0030232847
5,5,-1.3224795e-05,-0.009248743
2,2,0.012912617,-0.00067682954
2,2,0.007336335,0.00094906084
10,8,-0.0031507025,-0.0010823448
6,4,0.0031918238,-0.0063927453
6,5,-0.00034451287,-0.008523066
6,7,-0.003905304,-0.004975999
8,8,-0.011959856,-0.002377521
1,3,0.0039238203,0.0005811717
1,2,0.0071828975,0.0040393914
6,7,-0.005018514,-0.010683881
2,2,0.016411757,0.0045010396
3,5,0.00031493235,-0.0030421363
2,3,0.007946201,-0.0007378097
5,5,0.0008188941,-0.005665957
7,5,0.00090974924,-0.013648648
5,4,0.008206063,-0.01261354
10,9,-0.0054275054,0.0042199306
6,7,-0.0035415187,-0.008787366
6,8,-0.0050980086,-0.0009491591
9,9,-0.014701264,0.00014520499
4,5,0.000723415,-0.0060659237
7,7,-0.0044598486,-0.0074104294
4,4,0.0029577601,-0.0039158263
8,5,0.0010770987,0.0049600224
8,5,0.0009306405,-0.008055985
3,8,-0.0026427815,0.0049406113
5,7,-0.0032015892,-0.0060796146
9,2,0.004912454,0.005282015
4,3,0.0040669027,-0.0027535155
2,5,0.000674667,-0.0074393116
9,3,0.0023721019,-0.0010845354
5,2,0.018241575,0.0023979521
3,2,0.00501395,0.008051214
4,3,0.006269041,-0.0041827275
9,4,0.0016014508,0.0016710092
10,6,-0.0015742739,-0.005777912
5,2,0.0058754925,-0.00014406368
7,7,-0.0065005007,-0.016447786
1,2,0.009168268,0.0055396054
2,3,0.007691375,-0.00078293757
6,6,0.0004904024,-0.010033633
1,3,0.0021500718,0.00019250097
2,5,0.012301775,-0.03260772
4,4,0.004956481,-0.007469841
3,3,0.009716955,-0.006186434
8,7,-0.0018656454,0.0025884348
1,2,0.008416376,0.0022315567
4,4,0.0029205934,-0.0036481249
3,2,0.011639376,-0.003423144
3,7,-0.0031840927,-0.004336005
6,2,0.004157241,0.004672479
7,4,0.0009943885,-0.003953824
9,7,-0.0033637264,-0.008421571
8,8,-0.01140706,-0.0069837375
5,7,-0.0019955637,-0.00012670453
1,2,0.015613304,0.0010987289
1,5,0.0006601479,-0.0103986235
8,8,-0.0073093968,-0.005687623
6,4,0.002106218,-0.0014665144
2,2,0.009770604,0.004277703
10,9,-0.0060482174,-0.0014357984
7,9,-0.0077901846,-0.0005471204
7,3,0.006699373,-0.0062360666
4,4,0.0066749994,-0.009128105
10,8,-0.008352532,-0.0026228754
4,5,0.0030882778,-0.011323416
8,9,-0.0049812724,0.002812658
6,8,-0.0056091202,-0.0022070154
2,2,0.015394124,-0.0019302556
9,8,-0.0048418106,-0.0013861695
7,7,-0.0026145363,-0.0068551665
3,3,0.006507745,-0.0057080756
6,6,-0.0018183358,-0.0076625193
8,7,-0.0030920769,-0.001275153
1,2,0.0076533593,0.0048126997
2,4,0.0020128903,-0.0057525313
8,8,-0.005807739,-0.0011237912
4,9,-0.008591977,-0.002429966
4,4,0.0065922393,-0.010572083
8,8,-0.011757642,-0.013490469
9,8,-0.0050135613,-0.004267187
5,4,0.0052067246,-0.009205533
4,4,0.0004739069,0.00062272896
9,9,-0.0076333974,5.061805e-06
4,5,0.0017227547,-0.0053698015
10,4,0.0023689198,-0.0002481931
2,3,0.005201062,-0.0030837043
7,8,-0.004492687,0.00064579636
4,1,0.016799023,0.0064196587
5,5,-0.00017361806,-0.0053904154
1,4,0.0021507055,-0.0056672883
8,8,-0.008185058,-0.002724274
3,5,0.00022529405,-0.011517039
3,3,0.009369922,-0.005431939
3,3,0.007729322,-0.0065378966
10,9,-0.008341333,0.0013475937
9,8,-0.004388613,-0.0020035536
1,5,0.0012888064,-0.008046304
10,8,-0.003652519,-0.0012459755
7,7,-0.0026753447,-0.0041551525
3,6,-0.0012226981,-0.007083853
10,9,-0.008555959,0.0001631552
7,6,-0.003019056,-0.021965345
7,6,-0.001965605,-0.009367556
8,6,-0.0013115632,-0.0023298822
6,6,-0.002551799,-0.010169853
1,3,0.0021958754,0.0016849126
1,7,-0.0024666267,-0.003569775
8,9,-0.008672337,-0.001458717
5,4,0.0029964517,-0.0046013985
1,1,0.023054969,0.0040731425
2,2,0.011664954,0.0034258014
2,3,0.006645198,-0.000410476
8,4,0.008571346,-0.013169995
8,5,-0.00012781148,-0.0011878231
9,8,-0.004532457,-0.0029071167
3,2,0.006791945,0.00134552
3,2,0.008399896,0.005372889
9,9,-0.006643768,0.0003090552
3,3,0.0028994745,-0.0009881483
7,5,0.00021043766,-0.009214752
8,6,0.00011073827,-0.0054840315
4,4,0.0014634895,-0.0012080898
5,7,-0.003497523,-0.010447282
4,5,0.0015782971,-0.01448998
3,2,0.009488133,0.00034747095
4,3,0.010389388,-0.010930758
3,4,0.0024410218,-0.0024346148
5,5,-0.0002611688,-0.0031828166
2,2,0.008095716,0.0035594925
1,2,0.0052206903,0.001392628
7,6,-0.00017742327,-0.0075748074
4,4,0.0054382156,-0.010299029
8,5,0.00014301084,-0.007639089
6,7,-0.009150411,-0.014315865
6,7,-0.0016817788,-0.0009812716
6,6,-0.0005369133,-0.013664448
1,3,0.006150957,0.000593694
9,6,-0.0014764784,-0.0028717679
10,9,-0.005845781,-0.000876977
1,2,0.009095404,0.0017296579
7,4,0.0018429365,-0.00727371
9,9,-0.0028601997,0.010226523
4,6,-0.00052625494,0.005307984
9,9,-0.008646119,-0.0033181172
8,8,-0.004550669,-0.005532307
2,3,0.010342832,-0.0015665356
6,6,-0.0026480423,-0.010198495
5,5,0.003060833,-0.019535407
5,3,0.008522779,-0.0014669574
6,9,-0.0075135627,0.0029877133
8,6,-0.0011678924,-0.0019485257
4,3,0.008234365,-0.008478898
4,6,-0.0012509056,-0.008356614
5,6,-0.0019490641,-0.008943478
6,4,0.0027199858,-0.0045047067
4,5,0.0017228479,-0.008807564
3,3,0.01759311,-0.008541122
9,9,-0.009354703,0.0007986848
2,3,0.0066832365,-0.004970402
9,9,-0.004802614,0.0023902126
1,2,0.015027603,7.488959e-05
1,7,-0.0028650304,-0.0006335663
3,7,-0.0016466103,0.0015856826
2,2,0.010268143,0.004136012
10,4,0.0011944715,-0.0038532796
7,5,0.001161857,-0.005608747
5,4,0.001987347,-0.005848646
9,7,-0.0024291822,-0.0029629658
5,7,-0.0036651874,-0.011222751
1,1,0.014725856,0.006200321
7,8,-0.008572392,-0.012773293
6,6,-0.0028102149,-0.01564967
2,3,0.008431813,-0.0078955805
8,7,-0.0049025645,-0.006166992
3,4,0.0016045277,-0.0018463738
3,4,0.0011408599,-0.0026289006
10,6,-0.0015617599,-0.0072079417
5,3,0.0027760721,-0.0013205067
6,3,0.0077866456,-0.001754972
7,8,-0.006598322,-0.009000973
1,4,0.003424884,-0.0028832448
9,5,-0.0001558758,0.0007474267
9,5,0.00040316052,-0.0044410797
7,3,0.0024332553,-0.00047166497
6,5,0.00015045948,-0.0022437605
7,3,0.0038408248,-0.003071731
10,7,-0.0016463523,-0.0011150123
1,4,0.010626332,-0.015293611
7,5,0.00092125154,-0.007838982
2,2,0.00712557,0.0009306568
5,4,0.00039945394,0.0006365831
1,3,0.006254407,-0.0056144875
7,9,-0.0074390713,0.005319933
4,4,0.0037125712,-0.0033232875
7,6,-0.0016969272,-0.003665102
10,7,-0.005040462,-0.0072398297
7,7,-0.002978372,-0.00495927
5,4,0.006375425,-0.009659415
5,4,0.0031761294,-0.010795461
6,6,-0.0001954272,-0.008637923
1,3,0.0070620505,-0.0006941546
7,7,-0.003019987,-0.0010584618
5,5,0.00020826817,-0.009739245
1,4,0.0012739024,-0.0028771819
5,6,-0.00082784623,-0.01289842
4,5,0.0022763512,-0.0074965493
3,4,0.0033158797,-0.0034550645
3,3,0.0018586788,-0.00024094332
1,2,0.008536409,0.00070054556
4,2,0.010390681,0.0014429664
7,6,-0.0011798352,0.0016838332
4,6,-0.0012181808,0.00076243
1,2,0.011107298,0.0030403319
6,6,-0.0014287863,-0.023352604
1,3,0.0074994373,-0.002637168
1,7,-0.0014271603,0.0063376287
5,3,0.009987426,-0.006682893
7,7,-0.0025194974,-0.0037432697
10,7,-0.002951428,-0.006209247
4,5,0.00048929505,-0.004783981
3,2,0.0075373184,0.0024671995
4,2,0.0040527773,0.0013872165
6,5,0.0006070246,-0.0076769944
6,7,-0.0022540577,-0.0034107557
3,2,0.010314969,0.0024089138
3,3,0.0074246475,-0.0067438656
5,6,-0.0011848356,-0.0075478917
5,6,-0.0023147126,-0.0085458765
3,9,-0.0049331533,0.008371145
5,6,-0.0020182196,-0.005621947
2,7,-0.002011824,-0.0011969628
1,2,0.007916691,0.0059541357
7,8,-0.008140419,-0.003635408
5,4,0.003942027,-0.01134938
2,4,0.006237416,-0.0066496874
6,4,0.002684971,-0.0024922967
3,2,0.0039952016,0.007919427
5,4,0.0012642273,-0.0035411546
4,3,0.006476221,-0.0035583335
9,6,-0.00067428994,-0.0037941386
8,9,-0.004558894,0.012935961
9,8,-0.0059866877,-0.0021245286
9,6,-0.0014875024,-0.0034115394
7,7,-0.0022358852,-0.0048467224
5,6,-0.003008153,-0.011269873
3,3,0.004507981,-0.004715953
5,3,0.0023544722,0.00013020351
9,8,-0.004569643,-0.0008330378
2,2,0.010700315,-0.00093795056
4,4,0.0051575964,-0.0072665866
8,8,-0.0067486065,-0.007823489
1,2,0.015311243,0.0058246343
3,3,0.0077192704,-0.0043647145
6,8,-0.0065696766,-0.0031018427
10,9,-0.012638091,-0.0026128492
3,3,0.005998872,0.000104196486
3,3,0.007225384,-0.0021477402
5,6,-0.0019184796,-0.017824065
10,7,-0.005278474,-0.008528451
4,4,0.004410768,-0.0052147093
1,2,0.013086023,-0.0030142455
5,2,0.0069913003,-0.0001548288
1,1,0.026601354,0.017372979
8,10,-0.009560969,0.006486838
7,7,-0.002630139,-0.005935649
6,7,-0.007846344,-0.013166606
7,7,-0.0035334504,-0.009691039
8,8,-0.008481476,-0.0094792405
5,5,-0.00047226582,-0.0044739055
6,5,0.0017559637,-0.013531563
7,4,0.0010486026,-0.004470149
1,3,0.0056140088,0.00029350704
6,4,0.0026603518,-0.006820892
2,4,0.0018249118,-0.0036070659
2,4,0.007258242,-0.0114351455
4,2,0.006653291,0.004810317
10,3,0.005235217,-0.0004734796
9,9,-0.014493557,0.0071506514
7,8,-0.011168228,-0.012711016
8,8,-0.0039184554,-0.0018268498
7,5,0.0014688232,-0.00793485
1,7,-0.0021575156,-0.00094788393
4,4,0.0020606455,-0.0047516287
9,7,-0.004657979,-0.0059061055
5,4,0.004936457,-0.00937429
7,5,0.0006696488,-0.011453626
5,3,0.007859513,-0.0028545184
5,4,0.0006980711,0.001533126
1,3,0.00542993,0.00068409235
6,2,0.007922843,0.0008810858
9,6,-0.0023560212,-0.00804308
1,3,0.0038360534,0.0022924202
8,4,0.0018339565,-0.0032764138
10,4,0.000817255,-0.002478648
6,4,0.0065229223,-0.008349981
7,6,-0.0010408751,-0.0042147143
8,7,-0.002727075,-0.0064927517
8,10,-0.010795344,0.023302943
8,6,-0.00066844776,0.0037938775
2,2,0.0059010834,0.0020165548
7,4,0.0007560749,-0.0035900995
9,10,-0.011034929,0.008857245
7,7,-0.004417612,-0.00883661
7,9,-0.006699509,-0.0031379033
4,5,1.7126703e-07,-0.006211904
5,4,0.004606763,-0.006729957
10,8,-0.006553206,-0.009279484
1,3,0.007361233,-0.0005120848
8,9,-0.008541339,-0.0044764145
1,2,0.005800385,0.0023368802
8,4,0.003143631,-0.005705597
3,6,-0.0010342431,-0.005940639
5,4,0.007605934,-0.010134954
8,7,-0.0041596973,-0.008979376
9,5,-9.2795264e-05,-0.0052946466
3,4,0.0014879417,-0.0015047787
2,7,-0.0025357343,-0.0038010445
4,4,0.0048139486,-0.01455669
9,9,-0.013814721,0.004899065
2,3,0.0070137717,-0.003435195
1,3,0.0023201625,0.002290904
4,7,-0.003215715,-0.008418146
3,2,0.004034903,0.0156092625
8,8,-0.0066412343,-0.0026986706
3,4,0.0022683088,-0.0073938654
1,2,0.0074082655,0.009092374
10,5,0.0007422884,-0.0056469184
2,3,0.003756181,0.001975274
2,2,0.016902933,0.0013708929
4,3,0.015312629,-0.013664189
6,8,-0.007848428,-0.011090596
4,3,0.0053242934,-0.003855739
1,5,0.002664859,-0.009331226
2,5,0.0007487323,-0.006717623
5,5,0.0008217215,-0.0067540873
1,3,0.002629002,0.00021392078
3,4,0.0070747314,-0.0113927
5,5,0.0020103736,-0.013882293
3,4,0.0033840241,-0.005713415
10,8,-0.0033869739,0.0027833588
9,9,-0.008938243,0.001956219
1,2,0.010962603,0.00094044633
1,4,0.0076180194,-0.011714428
6,6,2.1071317e-05,-0.017466433
7,7,-0.006388881,-0.0101793185
9,7,-0.003732754,-0.0037998075
6,7,-0.0018162354,-0.0018281187
3,4,0.0035221516,-0.008198521
10,9,-0.012599468,-0.0036933378
8,3,0.003756389,-0.0015639759
2,2,0.011445762,-0.004637699
6,7,-0.0056536817,-0.010254506
10,9,-0.005837109,-0.00026006473
9,8,-0.008560507,-0.003816198
4,5,0.00023060857,-0.012607714
8,6,-0.0017885886,-0.014582686
3,6,-0.00048849115,-0.0034280398
10,6,-0.0014928667,-0.004196464
5,4,0.005093298,-0.0062415604
10,5,4.4004555e-05,0.0053453683
5,4,0.0020972332,0.0076377797
9,8,-0.0070174867,-0.006566537
2,7,-0.0017693016,0.00092588045
4,4,0.0041261623,-0.0090678055
3,4,0.0045165066,-0.005149035
3,4,0.0049470277,-0.010076906
1,2,0.009891475,0.003403022
6,6,-9.897899e-05,-0.00882104
9,7,-0.0016436041,0.0042049605
10,8,-0.0029244858,0.006129408
3,2,0.006100838,0.002570369
1,1,0.019492043,0.008931462
8,8,-0.008736889,-0.011525003
3,5,0.00079028436,-0.0048125484
1,2,0.0058906404,0.0032155712
6,5,0.002831694,-0.010056116
2,3,0.003385221,0.001635972
8,7,-0.004673279,-0.009243595
2,3,0.0072341543,-0.002316442
9,9,-0.006229633,0.0023251479
5,2,0.0045186873,0.0029146152
7,6,-0.0012962968,-0.003915858
5,5,-0.00044937988,-0.0055985884
7,8,-0.009980654,-0.010549729
5,4,0.018691005,-0.025222087
1,4,0.0001605777,-0.0009415886
10,9,-0.01104021,0.008422925
9,9,-0.00935185,0.0036683597
1,2,0.007720397,0.0046481993
2,3,0.0073968964,-0.004643854
1,1,0.022020794,0.015060575
5,6,-0.0010789528,-0.014128795
5,6,-0.0018378093,-0.008799943
8,8,-0.009204595,-0.008062
7,6,-0.0017643626,-0.0056025055
3,1,0.017086737,0.0059683793
7,6,-0.0011458154,-0.0044818628
3,3,0.0028019776,-0.0014380971
7,7,-0.0042012837,-0.0063124653
5,4,0.00089790346,-0.0010044872
4,3,0.010940547,-0.012257962
10,9,-0.0038782216,0.0044046408
6,7,-0.002653848,0.00018825219
9,6,-0.0007931926,-0.003598394
5,4,0.0023866883,-0.0030140518
3,3,0.013641333,-0.010046596
2,3,0.0016276633,0.0005586001
6,5,-0.00015507285,-0.005250406
5,3,0.009449236,-0.003390844
5,7,-0.0026350992,-0.0071950336
10,8,-0.0038004455,-0.000675729
5,4,0.0015654232,-0.0055187074
4,3,0.0055582854,-0.004058914
1,2,0.017436853,0.004938298
5,7,-0.003867334,-0.008073189
6,8,-0.006047066,-0.005111728
1,4,0.004578327,-0.0044849394
9,7,-0.0019098248,0.002049345
7,6,-0.0015264524,-0.002642824
2,2,0.0044212635,0.003494787
4,3,0.0041191066,-0.0024655748
10,8,-0.0040442045,-0.0011941779
3,2,0.013717234,-0.003347201
9,4,0.0008686235,-0.0037172218
7,8,-0.0066874484,-0.010433333
4,8,-0.0057341303,-0.0054980754
2,3,0.004750796,-0.0045310897
10,4,0.0011486583,-0.003190151
3,4,0.001126912,-0.0049350495
3,3,0.0058706887,-0.00022226966
8,5,0.00082471373,-0.0054672477
9,7,-0.0042783655,-0.010382502
3,3,0.0030664848,-0.0025990198
3,4,0.0034245146,-0.0070258887
2,4,0.004139884,-0.004631909
7,7,-0.0020285544,-0.0025080135
5,4,0.00439069,-0.007900256
3,2,0.028156387,0.0037279883
9,6,-0.0010784366,0.0042055384
2,2,0.0061021876,0.006403764
3,7,-0.003642992,-0.004144585
8,5,0.0003012183,-0.008923998
4,5,-0.00024953237,0.0012805463
4,4,0.0024679822,-0.0019769606
4,3,0.0069923187,-0.0047245305
3,4,0.001590191,-0.0012154259
6,8,-0.009828304,-0.009179203
7,5,-0.00018884764,-0.0022390073
7,6,-0.00037571596,-0.010682003
2,3,0.011774631,-0.010057703
8,5,-0.00021126332,-0.0039980817
1,4,0.0009530118,0.0011101654
6,4,0.0023024238,-0.0047831465
9,9,-0.0071765617,-0.00013683496
1,3,0.0026563953,0.0074050683
9,8,-0.006866532,-0.0054984814
9,3,0.002312712,0.0012558388
1,6,-0.0003544156,-0.0033755116
3,8,-0.007954468,-0.008838777
1,3,0.0023368066,0.005679961
8,8,-0.011236383,-0.009622014
9,8,-0.003069547,0.002187977
1,4,0.0041221427,-0.009157645
8,4,0.002327681,-0.008669972
9,8,-0.003639702,-0.0038011852
6,6,-0.0025830271,-0.013283601
9,9,-0.009294144,-0.0024488992
8,6,-0.0007298879,0.00043745805
5,7,-0.0020410176,-0.0029390545
3,2,0.010893516,-0.0012410998
1,4,0.0031549905,-0.008460838
9,10,-0.014292495,0.0100472355
10,8,-0.0027659028,0.0041778125
5,4,0.0067039365,-0.015773922
3,4,0.002320729,-0.0021024416
6,6,-0.0012118679,-0.0055302
5,4,0.0029084648,-0.0075074197
6,6,-0.0006067198,-0.0054696873
3,3,0.0076684956,-0.0025274754
3,3,0.013235215,-0.007980857
9,8,-0.0046038986,-0.004556054
9,7,-0.0027147336,-0.0011662496
4,3,0.0057057766,-0.0039714975
3,4,0.0037458374,-0.007163099
6,6,0.001596398,-0.022368664
3,4,0.0048991707,-0.00998911
8,7,-0.002025379,-0.004211831
9,9,-0.005361129,0.0037268074
5,7,-0.00243956,-0.0066480855
1,3,0.023690458,-0.019040843
5,3,0.0066925865,-0.0012513535
5,4,0.0084202755,-0.0046960902
8,7,-0.0018692384,0.0100977635
7,8,-0.0025152012,0.005937353
3,3,0.0022630855,0.0099411355
9,7,-0.003314403,-0.006478446
7,7,-0.015692072,-0.027324988
2,2,0.0056434437,0.00035954895
3,6,-0.00027474627,-0.00487756
4,3,0.0036179028,0.00074861274
7,6,-0.0014950951,-0.014742175
7,4,0.002780268,-0.0039966814
7,5,0.0007180393,-0.007591596
8,6,-0.0007706904,-0.0045138905
4,3,0.004345424,-0.0017175808
5,5,0.0020993513,-0.0066837296
9,8,-0.006457313,-0.0073135095
4,5,0.00025390481,-0.0035830152
3,4,0.0024639976,-0.0027038523
1,2,0.0136009725,0.0045705745
2,6,-0.0016555846,-0.0034228726
2,2,0.009347053,0.00057893834
7,7,-0.0028340018,0.0037703475
9,6,-0.0018589636,-0.006280116
6,8,-0.004898608,-0.002464972
10,7,-0.0055302605,-0.0066324146
10,8,-0.0029728154,0.002979467
2,2,0.014123585,-0.0049460684
7,6,-0.0028142822,-0.010520648
10,8,-0.0049749115,0.00057621964
6,5,6.100448e-06,-0.0041924026
6,7,-0.0030059954,-0.0067462516
7,9,-0.008834595,-0.00049166393
7,6,-0.0022621753,-0.00915086
5,5,0.0028608313,-0.023037596
7,7,-0.0065995865,-0.0084221205
8,7,-0.0024223048,-0.0011514634
5,4,0.0024722524,-0.002734749
9,4,0.0028005778,-0.0060885083
9,6,-0.00077657844,-0.0026159913
5,4,0.0038131666,-0.0068850354
10,9,-0.006196275,0.007647862
5,7,-0.0028270704,-0.0010980444
8,8,-0.0034885677,-0.00043320569
7,7,-0.004780468,-0.0070533496
8,6,-0.0013068254,-0.007477104
7,6,-0.0024342642,-0.011865534
10,8,-0.0062662773,-0.0076039582
7,7,-0.0043904847,-0.008595821
3,3,0.0015500936,-8.744107e-07
10,9,-0.0072217155,0.005953004
6,6,-0.0013739194,-0.0042818794
2,2,0.014208494,-0.000529944
2,4,0.0021894907,-0.0013951645
2,4,0.004718893,-0.005889248
9,8,-0.0048467377,-0.00028915034
3,2,0.0059235864,0.0022375383
8,9,-0.010597713,0.001184467
4,2,0.028784972,0.010284747
8,9,-0.016816787,-0.005161752
5,5,0.0072166906,-0.025337556
4,4,0.0049175653,-0.007596002
5,4,0.0057039494,-0.012147559
4,6,-0.0011516021,-0.006491637
6,6,-0.0008269171,-0.010594603
7,7,-0.0031998556,-0.0060531693
7,7,-0.0026007413,-0.0046070046
9,8,-0.004202583,0.002838859
1,1,0.011957173,0.005004818
6,7,-0.0057129427,-0.015113977
6,7,-0.0040600915,-0.006946293
2,3,0.009036682,-0.0019961027
8,7,-0.002734243,-0.004426425
10,4,0.002525061,-0.005088971
1,2,0.0067043127,0.0041155294
10,8,-0.00618416,-0.0009985103
1,5,-0.00013135707,0.0067473697
1,3,0.0053865053,-0.0007816555
4,5,0.0009988572,-0.0059748585
10,9,-0.012335292,-0.0046724794
6,6,-0.00047563043,-0.007776692
4,3,0.008141644,-0.007676379
2,7,-0.0028437483,-0.0018197547
4,8,-0.004594292,0.00042913159
9,7,-0.004333904,-0.0051973113
9,9,-0.004530793,0.010970665
3,4,0.0054064062,-0.008092119
9,6,-0.0023063868,-0.007322301
2,2,0.0060445797,0.005749171
